time,outdoor_temp,indoor_temp,heating_temp,heating_on
324,-7.575560969089108,21.45732425499615,26.157375874639516,1
325,-7.555636281607812,21.457928374114175,26.160042112114102,1
326,-7.53565341921632,21.45854011374487,26.16270428444879,1
327,-7.515612762359526,21.459159467376235,26.165362408097632,1
328,-7.495514692582649,21.459786428448506,26.168016499477194,1
329,-7.475359592523967,21.460420990353974,26.17066657496656,1
330,-7.455147845907531,21.46106314643681,26.173312650907345,1
331,-7.434879837535863,21.461712889992903,26.175954743603704,1
332,-7.414555953282627,21.46237021426967,26.17859286932234,1
333,-7.394176580085283,21.4630351124659,26.18122704429252,1
334,-7.373742105937718,21.46370757773158,26.18385728470607,1
335,-7.353252919882868,21.46438760316773,26.186483606717402,1
336,-7.332709412005298,21.465075181826233,26.189106026443504,1
337,-7.312111973423786,21.465770306709683,26.19172455996396,1
338,-7.291460996283872,21.466472970771207,26.19433922332095,1
339,-7.270756873750395,21.46718316691432,26.19695003251927,1
340,-7.25,21.467900887992762,26.199557003526326,1
341,-7.229190770213645,21.468626126810335,26.20216015227215,1
342,-7.208329580569069,21.469358876120754,26.204759494649405,1
343,-7.187416828233252,21.470099128627496,26.20735504651339,1
344,-7.166452911354854,21.470846876983636,26.209946823682046,1
345,-7.145438229056632,21.471602113791715,26.21253484193597,1
346,-7.124373181427846,21.472364831603574,26.21511911701841,1
347,-7.103258169516639,21.473135022920225,26.217699664635283,1
348,-7.0820935953224,21.47391268019169,26.22027650045517,1
349,-7.060879861788113,21.47469779581687,26.22284964010933,1
350,-7.039617372792686,21.47549036214339,26.225419099191708,1
351,-7.018306533143262,21.47629037146747,26.227984893258924,1
352,-6.996947748567507,21.47709781603379,26.2305470378303,1
353,-6.975541425705892,21.47791268803534,26.233105548387847,1
354,-6.954087972103949,21.478734979613293,26.235660440376286,1
355,-6.932587796204507,21.479564682856875,26.238211729203037,1
356,-6.911041307339926,21.480401789803228,26.240759430238235,1
357,-6.889448915724294,21.481246292437284,26.24330355881473,1
358,-6.867811032445623,21.482098182691633,26.245844130228093,1
359,-6.846128069458021,21.4829574524464,26.248381159736617,1
360,-6.8244004395738465,21.483824093529115,26.250914662561325,1
361,-6.802628556455854,21.484698097714602,26.25344465388597,1
362,-6.780812834609314,21.485579456724846,26.255971148857046,1
363,-6.758953689374125,21.486468162228874,26.25849416258378,1
364,-6.737051536916901,21.48736420584265,26.26101371013814,1
365,-6.715106794223055,21.48826757912894,26.263529806554846,1
366,-6.693119879088854,21.489178273597215,26.266042466831365,1
367,-6.67109121011347,21.490096280703522,26.268551705927912,1
368,-6.649021206691006,21.49102159185039,26.27105753876746,1
369,-6.626910289002513,21.49195419838671,26.273559980235746,1
370,-6.604758878007994,21.492894091607628,26.27605904518125,1
371,-6.582567395438382,21.49384126275444,26.278554748415228,1
372,-6.560336263787516,21.494795703014493,26.2810471047117,1
373,-6.5380659063041,21.495757403521075,26.283536128807444,1
374,-6.5157567469836355,21.49672635535332,26.286021835402014,1
375,-6.493409210560359,21.497702549536108,26.288504239157735,1
376,-6.471023722499151,21.49868597703996,26.290983354699698,1
377,-6.448600708987437,21.499676628780954,26.293459196615775,1
378,-6.426140596927071,21.500674495620625,26.295931779456613,1
379,-6.4036438139262115,21.501679568365876,26.29840111773563,1
380,-6.381110788291178,21.502691837768882,26.30086722592903,1
381,-6.358541949018298,21.503711294527008,26.303330118475788,1
382,-6.33593772578574,21.50473792928272,26.297571807848758,0
383,-6.31329854894533,21.50575793192182,26.291821631197646,0
384,-6.290624849514362,21.506771338290516,26.28607957084616,0
385,-6.267917059167389,21.50777818403455,26.280345609181985,0
386,-6.2451756102280065,21.508778504599647,26.274619728656486,0
387,-6.222400935660622,21.509772335231933,26.268901911784376,0
388,-6.1995934690622105,21.510759710978363,26.26319214114341,0
389,-6.17675364465406,21.511740666687157,26.257490399374063,0
390,-6.153881897273502,21.512715237008223,26.251796669179225,0
391,-6.13097866236564,21.51368345639358,26.24611093332388,0
392,-6.1080443759750525,21.51464535909779,26.24043317463481,0
393,-6.0850794747374914,21.515600979178394,26.234763376000263,0
394,-6.062084395871574,21.516550350496317,26.229101520369657,0
395,-6.039059577170456,21.517493506716306,26.223447590753274,0
396,-6.016005456993495,21.518430481307366,26.21780157022194,0
397,-5.992922474257909,21.519361307543164,26.212163441906725,0
398,-5.969811068430412,21.52028601850247,26.20653318899864,0
399,-5.946671679518861,21.521204647069577,26.200910794748324,0
400,-5.9235047480638645,21.52211722593472,26.195296242465748,0
401,-5.900310715130402,21.523023787594514,26.189689515519902,0
402,-5.877090022299428,21.523924364352357,26.1840905973385,0
403,-5.853843111659462,21.524818988318877,26.178499471407676,0
404,-5.8305704257981725,21.52570769141234,26.172916121271683,0
405,-5.807272407793953,21.526590505359074,26.167340530532588,0
406,-5.78394950120748,21.527467461693902,26.161772682849982,0
407,-5.760602150073278,21.52833859176055,26.156212561940674,0
408,-5.737230798891257,21.529203926712086,26.1506601515784,0
409,-5.713835892618256,21.530063497511325,26.14511543559352,0
410,-5.690417876659566,21.530917334931267,26.139578397872725,0
411,-5.666977196860454,21.53176546955551,26.134049022358745,0
412,-5.643514299497676,21.532607931778667,26.12852729305005,0
413,-5.620029631270976,21.533444751806805,26.123013194000556,0
414,-5.596523639294585,21.534275959657847,26.117506709319343,0
415,-5.572996771088706,21.535101585162003,26.112007823170355,0
416,-5.549449474570997,21.535921657962188,26.106516519772104,0
417,-5.52588219804804,21.536736207514448,26.101032783397393,0
418,-5.502295390206811,21.537545263088376,26.095556598373022,0
419,-5.47868950010613,21.538348853767534,26.090087949079496,0
420,-5.455064977168117,21.53914700844987,26.084626819950742,0
421,-5.431422271169636,21.539939755848142,26.079173195473818,0
422,-5.407761832233727,21.540727124490342,26.073727060188638,0
423,-5.3840841108210435,21.54150914272011,26.068288398687677,0
424,-5.36038955772127,21.54228583869715,26.06285719561569,0
425,-5.336678624044541,21.54305724039767,26.057433435669427,0
426,-5.312951761212858,21.543823375614775,26.05201710359736,0
427,-5.289209420951487,21.544584271958907,26.046608184199396,0
428,-5.26545205528036,21.545339956858253,26.041206662326587,0
429,-5.241680116505476,21.546090457559178,26.035812522880867,0
430,-5.217894057210284,21.546835801126623,26.03042575081476,0
431,-5.194094330247063,21.547576014444548,26.025046331131115,0
432,-5.170281388728311,21.54831112421634,26.01967424888282,0
433,-5.146455686018107,21.549041156965234,26.01430948917252,0
434,-5.122617675723487,21.549766139034734,26.008952037152355,0
435,-5.098767811685805,21.550486096589022,26.00360187802368,0
436,-5.074906547972094,21.5512010556134,25.99825899703679,0
437,-5.05103433886642,21.55191104191469,25.99292337949064,0
438,-5.027151638861232,21.55261608112166,25.987595010732598,0
439,-5.003258902648713,21.553316198685444,25.982273876158143,0
440,-4.97935658511212,21.554011419879963,25.97695996121061,0
441,-4.955445141317124,21.55470176980234,25.97165325138092,0
442,-4.931525026503147,21.555387273373324,25.966353732207313,0
443,-4.9075966960746955,21.55606795533771,25.96106138927507,0
444,-4.883660605592689,21.556743840264758,25.955776208216257,0
